FID,IID,y
1001454,1001454,-0.125794635502798
1001460,1001460,0.613178882356754
1001507,1001507,-1.23263031071218
1001510,1001510,-0.476468211415284
1001526,1001526,-0.676004802371624
1001534,1001534,0.391041849598978
1001542,1001542,-0.458228885635228
1001561,1001561,-0.190531425835843
1001583,1001583,-0.104406314342941
1001602,1001602,-1.2189168485864
1001631,1001631,0.460980975676069
1001647,1001647,-0.754275335909024
1001650,1001650,-0.673963724578967
1001664,1001664,1.82732044636486
1001705,1001705,-0.155691159513607
1001718,1001718,-0.176018233612576
1001721,1001721,-0.262141289350036
1001733,1001733,0.860769164705526
1001784,1001784,0.149170985392873
1001792,1001792,-0.521350127913693
1001816,1001816,0.126935222672088
1001820,1001820,-1.51382988999738
1001837,1001837,-0.727098316203324
1001843,1001843,0.928421178796342
1001851,1001851,-0.126248398118627
1001865,1001865,1.43322370225285
1001879,1001879,0.314365071312456
1001898,1001898,-0.606318968813451
1001913,1001913,-1.17115709437001
1001924,1001924,0.790954761751393
1001946,1001946,-0.963895361555851
1001952,1001952,-0.958832605876009
1001969,1001969,0.928072159043892
1001981,1001981,0.244022559769037
1002017,1002017,1.8573422652311
1002036,1002036,0.133256219696875
1002045,1002045,0.628286310175075
1002063,1002063,0.346959492662948
1002074,1002074,1.57274698683503
1002091,1002091,-0.726779788704222
1002106,1002106,-0.440849216459183
1002112,1002112,-0.593810910098381
1002139,1002139,0.25781946306095
1002194,1002194,-0.890208797557895
1002203,1002203,0.0494640599614686
1002235,1002235,-0.863144208844453
1002272,1002272,-0.211010691803631
1002289,1002289,-0.746891968962394
1002290,1002290,0.213570942642355
1002308,1002308,0.298182731031788
1002314,1002314,0.331269930633626
1002330,1002330,-0.353968587340786
1002341,1002341,-0.821161219516466
1002359,1002359,-0.763372965751201
1002362,1002362,-1.13202732250704
1002386,1002386,-0.0212113570418322
1002404,1002404,0.082746753172491
1002416,1002416,-0.638398828224647
1002420,1002420,0.0480863977954883
1002437,1002437,-1.19668034819527
1002443,1002443,1.75627757903213
1002465,1002465,-0.239749263207671
1002479,1002479,-0.92288034601254
1002502,1002502,0.807731401774752
1002515,1002515,-1.68565055647683
1002531,1002531,-0.655566884553112
1002547,1002547,-0.270640345903523
1002550,1002550,-0.640684271668988
1002564,1002564,-0.505832170058991
1002596,1002596,-0.0890129118532278
1002610,1002610,1.27743299318085
1002626,1002626,0.536728933818374
1002634,1002634,-0.150652692358292
1002642,1002642,0.0501698448781465
1002655,1002655,0.656760012516956
1002661,1002661,0.607437272809966
1002678,1002678,0.163566341112846
1002683,1002683,1.68105287186504
1002713,1002713,-0.91332737435894
1002724,1002724,0.628666306630421
1002738,1002738,-0.358883966471807
1002752,1002752,-0.381835114746346
1002781,1002781,-1.22939182391588
1002797,1002797,0.297615965543746
1002819,1002819,-0.947312848043408
1002832,1002832,-0.772992282599637
1002860,1002860,-1.40861797816371
1002876,1002876,-0.493680285579816
1002893,1002893,-0.493545503044517
1002918,1002918,-0.476607206333096
1002957,1002957,-0.258913440106723
1002966,1002966,-1.68630534735143
1003004,1003004,-0.49507444425924
1003016,1003016,-0.535378382163485
1003037,1003037,-0.407833107566498
1003043,1003043,-0.535112127055981
1003051,1003051,1.22869127804463
1003079,1003079,0.226279321017583
1003082,1003082,-1.58552202588887
1003110,1003110,-0.21911532009441
1003134,1003134,2.01494801395499
1003142,1003142,0.652221250864802
1003155,1003155,1.94799940767193
1003183,1003183,0.571662123994942
1003199,1003199,0.120951256685861
1003205,1003205,0.813266068829062
1003218,1003218,0.0339519498810866
1003233,1003233,-0.501058113132756
1003249,1003249,-0.655136491138244
1003257,1003257,-1.58628727176175
1003266,1003266,-1.17445419547215
1003292,1003292,-0.196434301506614
1003348,1003348,0.159686036414086
1003354,1003354,0.108140591356757
1003376,1003376,0.658879396991457
1003387,1003387,-1.43207221102944
1003422,1003422,-1.74745147495844
1003445,1003445,0.0370637499994719
1003458,1003458,0.17542606309914
1003463,1003463,-0.908900249694166
1003474,1003474,-0.190406561105155
1003480,1003480,-0.937025179476607
1003491,1003491,-1.21680450441095
1003513,1003513,0.092642300427757
1003524,1003524,-0.174659817690869
1003538,1003538,1.05630408672928
1003546,1003546,1.67537200675866
1003575,1003575,-0.86916981912699
1003581,1003581,0.539098399994025
1003597,1003597,-0.206505092606796
1003606,1003606,-0.640262284676387
1003612,1003612,-0.245977363509434
1003627,1003627,1.44478091391176
1003639,1003639,-0.752081960703168
1003640,1003640,-1.30982206540976
1003668,1003668,-0.324117481613425
1003685,1003685,2.26619546425785
1003694,1003694,-0.721354712543895
1003702,1003702,-0.217466882578234
1003731,1003731,-0.381253410147167
1003764,1003764,-0.561823016421024
1003773,1003773,-1.21159808454733
1003808,1003808,0.835655903940573
1003814,1003814,0.53821023759228
1003823,1003823,-2.55583284447581
1003886,1003886,-0.186641837998122
1003911,1003911,-1.40163903847596
1003956,1003956,1.50508500750657
1003967,1003967,1.82248877383861
1003972,1003972,-0.71241758526411
1003990,1003990,-0.666692501170807
1004000,1004000,-0.935507561323291
1004013,1004013,-1.99800269886705
1004024,1004024,-0.424199848856242
1004038,1004038,0.195668840205521
1004046,1004046,-0.142640226195214
1004097,1004097,0.00235326115041698
1004130,1004130,0.243348592744971
1004159,1004159,0.498139173995789
1004177,1004177,-0.067253071105271
1004186,1004186,-0.306946667250236
1004209,1004209,0.535460564063453
1004236,1004236,0.879457837940569
1004263,1004263,0.343480310688578
1004274,1004274,0.22321360514716
1004280,1004280,-0.501410789640208
1004291,1004291,1.68921074499897
1004302,1004302,1.66607649537153
1004329,1004329,0.745456367420568
1004331,1004331,1.73515492130972
1004347,1004347,0.313733216951791
1004350,1004350,1.03228104300856
1004364,1004364,0.78048824292347
1004388,1004388,0.200175377811421
1004405,1004405,-0.778414955191572
1004418,1004418,-0.194079508378942
1004421,1004421,1.66218631185391
1004466,1004466,-0.303468069435272
1004470,1004470,-1.69161565315506
1004520,1004520,-3.22895165722736
1004537,1004537,1.20272669510897
1004543,1004543,-0.643918014746281
1004565,1004565,-0.108619576098373
1004579,1004579,0.480686331625103
1004582,1004582,0.176261741549956
1004598,1004598,-0.164083094754092
1004611,1004611,0.788714438351347
1004628,1004628,0.537322714825551
1004635,1004635,-0.664556718953137
1004656,1004656,1.24219443736348
1004667,1004667,1.21545729050718
1004689,1004689,-1.40880256883621
1004725,1004725,0.885058275534788
1004748,1004748,-0.0633241349191534
1004760,1004760,-0.214599103758313
1004776,1004776,0.246039296811205
1004807,1004807,1.79564597255834
1004826,1004826,-1.82854314140101
1004842,1004842,0.377545280549025
1004861,1004861,-0.398899884038557
1004912,1004912,0.50073424631507
1004927,1004927,0.018845934622116
1004940,1004940,-0.354229933356841
1004968,1004968,-1.82819830148588
1004971,1004971,-1.14631634679448
1004994,1004994,-0.841416209263864
1005001,1005001,0.942838553013206
1005019,1005019,-1.42802851004583
1005048,1005048,1.15299860063817
1005054,1005054,-0.328077685193212
1005060,1005060,0.126631559670135
1005115,1005115,-0.470964238041022
1005131,1005131,-0.805496751078577
1005147,1005147,1.51595267016242
1005150,1005150,-0.224332371536957
1005164,1005164,-1.70687483487866
1005173,1005173,-0.122952247926187
1005200,1005200,2.32585683674739
1005213,1005213,1.67790186293355
1005238,1005238,0.516400207213654
1005269,1005269,1.82531613208348
1005275,1005275,-1.20045913441746
1005320,1005320,-1.27935556115162
1005343,1005343,0.18446833821143
1005379,1005379,3.186513042571
1005382,1005382,0.973018663145028
1005398,1005398,0.654217019140949
1005406,1005406,0.605150252556635
1005412,1005412,1.38718124580881
1005439,1005439,0.00870620627308345
1005440,1005440,2.63895290194738
1005468,1005468,-0.204264551261431
1005471,1005471,-2.93765255778739
1005485,1005485,-0.86663846407693
1005494,1005494,-1.99353586499848
1005505,1005505,-0.971319574501853
1005518,1005518,-0.605144397871956
1005533,1005533,-0.376338926393462
1005549,1005549,0.232504579510032
1005557,1005557,0.197176488390126
1005566,1005566,0.735326746047804
1005584,1005584,-0.332927898555486
1005617,1005617,0.321939931192008
1005622,1005622,1.46624183504903
1005658,1005658,0.810187051154824
1005663,1005663,0.515620523288943
1005680,1005680,0.607867365497678
1005707,1005707,0.291480736254963
1005710,1005710,-1.50690611167446
1005734,1005734,-0.0880986377379057
1005742,1005742,0.264970423330207
1005761,1005761,0.150778367901098
1005783,1005783,-0.408068109112774
1005803,1005803,-0.565550329681762
1005828,1005828,1.04083419351292
1005835,1005835,-0.502277806947508
1005844,1005844,0.00211257336246959
1005867,1005867,0.751433236408955
1005890,1005890,-0.131376920496529
1005941,1005941,1.24939234539138
1005959,1005959,0.746002492994423
1005962,1005962,-0.397702235885981
1005986,1005986,0.552733137323957
1006007,1006007,-1.18190835368111
1006034,1006034,0.0944120230315759
1006061,1006061,-1.23169313262535
1006078,1006078,-0.405175653286092
1006104,1006104,0.0674600390300079
1006116,1006116,1.52844817559227
1006120,1006120,0.386374985423124
1006137,1006137,0.733751380963538
1006151,1006151,0.464386671969041
1006165,1006165,0.248679944645161
1006182,1006182,0.352505639548433
1006232,1006232,-0.753042468017561
1006248,1006248,0.365767551603318
1006254,1006254,-0.876027233745552
1006260,1006260,-1.12138212661231
1006276,1006276,0.338046946035342
1006287,1006287,-0.0913175560697824
1006293,1006293,-2.68289948852296
1006305,1006305,1.42056268070083
1006333,1006333,-1.11056219278247
1006357,1006357,-1.57120867902203
1006366,1006366,-0.647941108601447
1006370,1006370,0.00939710235651058
1006384,1006384,-0.13749724126707
1006423,1006423,1.27334937452487
1006430,1006430,-0.392877515766264
1006459,1006459,-2.61844288133788
1006477,1006477,0.42225728212432
1006495,1006495,0.652126927361916
1006512,1006512,-0.387830587134106
1006540,1006540,-3.42797248274801
1006553,1006553,-0.928164448330175
1006568,1006568,-0.648061558148705
1006600,1006600,1.61372595154015
1006638,1006638,-1.1418010447494
1006703,1006703,3.24719926358637
1006711,1006711,0.75597330895273
1006756,1006756,-0.578254113430924
1006772,1006772,0.417142882870186
1006790,1006790,0.408442112090656
1006817,1006817,1.95747814084894
1006822,1006822,0.839774362981065
1006836,1006836,1.30291575335514
1006880,1006880,-0.868935608129708
1006891,1006891,-0.844442091080265
1006902,1006902,0.0947002175230654
1006929,1006929,0.382745447237404
1006931,1006931,-0.403371871535792
1006950,1006950,0.0601438671019563
1006964,1006964,-1.06791256647437
1006988,1006988,1.75179937015246
1006996,1006996,0.275329178663397
1007018,1007018,-0.512383430362965
1007092,1007092,1.19105899117914
1007135,1007135,-0.243070393426065
1007156,1007156,1.88505323423649
1007172,1007172,-0.865487770280154
1007189,1007189,1.27159843054066
1007206,1007206,0.217128591968364
1007240,1007240,0.206529264297885
1007268,1007268,1.58838723267147
1007271,1007271,1.97151705718291
1007294,1007294,1.06069754627194
1007326,1007326,-0.00402301338322231
1007334,1007334,2.30493268295651
1007342,1007342,-0.999699354409622
1007355,1007355,1.14960313452828
1007361,1007361,-0.511034353115008
1007399,1007399,0.822114091994684
1007400,1007400,0.176858464184871
1007424,1007424,0.769382383926198
1007446,1007446,-0.525030369665381
1007481,1007481,-1.52712318544302
1007497,1007497,1.46989317723334
1007501,1007501,0.76535851512419
1007532,1007532,-0.167255616073257
1007576,1007576,-0.874411245201023
1007587,1007587,-1.80837406096253
1007593,1007593,0.102006304630241
1007614,1007614,0.305429842593235
1007641,1007641,-0.0866115669129405
1007662,1007662,1.15562407387757
1007677,1007677,-0.231553136491791
1007695,1007695,0.927361283418549
1007704,1007704,0.76843574952286
1007716,1007716,0.27786210788418
1007720,1007720,0.123875473628351
1007737,1007737,1.0573256604269
1007751,1007751,-0.182692937883278
1007765,1007765,0.417516897025357
1007779,1007779,1.68917057713555
1007782,1007782,0.531786197141226
1007798,1007798,-1.47106126535662
1007802,1007802,-1.49697264492898
1007815,1007815,0.172916733079759
1007829,1007829,0.323015432368404
1007850,1007850,-0.203996551215313
1007936,1007936,-0.522406412626515
1007945,1007945,0.944111757670656
1007974,1007974,0.850810818896029
1007980,1007980,-0.0607088027904857
1008011,1008011,1.5860151169865
1008028,1008028,-0.0677488603160084
1008035,1008035,1.37974362551749
1008044,1008044,-1.24161686165231
1008067,1008067,-1.2698161550274
1008090,1008090,0.634798907505131
1008105,1008105,0.547139412176882
1008118,1008118,-0.368585378442146
1008121,1008121,1.58465060166875
1008149,1008149,0.522807646630857
1008170,1008170,1.04120398466878
1008192,1008192,-0.709636673875873
1008207,1008207,0.156539619199948
1008210,1008210,0.850245441795649
1008234,1008234,-0.787825911940387
1008261,1008261,-1.37280513402186
1008278,1008278,1.51080825999899
1008283,1008283,-0.446553361491071
1008299,1008299,0.0367598937002057
1008306,1008306,1.75867847938539
1008312,1008312,-1.20460070494471
1008327,1008327,0.84786288759994
1008339,1008339,-1.12207542144321
1008368,1008368,-0.916809352874223
1008371,1008371,-0.506483823926901
1008394,1008394,-2.46122924933746
1008402,1008402,0.78541784284501
1008415,1008415,0.524758065808952
1008429,1008429,0.943068018204208
1008447,1008447,0.247359979056263
1008450,1008450,-1.5875680229288
1008473,1008473,-0.08140794921743
1008514,1008514,0.407728278236108
1008523,1008523,-0.285854858300258
1008562,1008562,-0.028593778165915
1008586,1008586,0.0647045334362928
1008601,1008601,0.871079457635147
1008619,1008619,-1.64094212480806
1008648,1008648,-0.768620090173984
1008654,1008654,0.360897666447191
1008676,1008676,3.06557607936303
1008687,1008687,1.38766812441644
1008693,1008693,-0.663543026678043
1008717,1008717,0.572848816862145
1008722,1008722,-0.641124854237515
1008736,1008736,-0.619403824611381
1008745,1008745,-1.37754712990537
1008763,1008763,-0.0502602381310266
1008774,1008774,-0.005937961064204
1008791,1008791,-2.14696306217713
1008800,1008800,-0.619460190222247
1008813,1008813,1.03359738122817
1008852,1008852,1.8328508507802
1008869,1008869,0.335395940874051
1008916,1008916,1.10592751646406
1008937,1008937,0.312949184345075
1008943,1008943,0.752649079100718
1008951,1008951,2.19386208489573
1008965,1008965,1.06062566872468
1008979,1008979,0.841795995680874
